timestamp,feel,vibe,proj,ideas,quality,value,feed
7/19/2022 18:58:47,7,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
7/19/2022 19:02:42,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
7/20/2022 9:23:20,7,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
7/20/2022 9:25:06,8,Tense,"I know what I am supposed to do generally, but need some clarification.",I have enough to focus on today,Meeting my expectations,Sometimes,Adequate.
7/20/2022 9:36:46,8,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
7/20/2022 10:26:05,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
7/20/2022 12:32:44,9,Relaxed,"I know what I am supposed to do, and think its adding value.",,Meeting my expectations,Absolutely!,Adequate.
7/20/2022 15:59:20,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Exceeding my expectations,Absolutely!,Adequate.
7/20/2022 18:30:14,7,Relaxed,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
7/26/2022 10:54:47,7,Gloomy,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
7/26/2022 11:00:06,8,Relaxed,"I know what I am supposed to do, but I don't think it is adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
7/26/2022 11:00:10,7,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
7/26/2022 11:01:18,6,Tired,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
7/26/2022 11:11:44,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
7/26/2022 11:29:02,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
7/27/2022 19:44:38,7,Relaxed,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Need less feedback! I feel like I am being pulled in too many directions to often.
08-02-2022 09:24,6,Tired,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Exceeding my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
08-02-2022 11:11,8,Frustrated,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Below my expectations,Absolutely!,Adequate.
08-02-2022 11:57,7,Tense,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
08-02-2022 11:58,7,Bored,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
08-02-2022 12:35,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
08-02-2022 12:54,6,Tired,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
08-02-2022 15:03,8,Relaxed,"I know what I am supposed to do generally, but need some clarification.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
08-03-2022 06:38,7,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or a side project, and I want to share it with the team week.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
08-08-2022 16:14,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
08-08-2022 16:17,8,Gloomy,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
8/16/2022 11:13:58,6,Annoyed,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Below my expectations,Absolutely!,Adequate.
8/16/2022 12:17:52,7,Enthusiastic,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/16/2022 12:31:31,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/16/2022 19:35:47,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
8/22/2022 11:30:14,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
8/22/2022 11:33:22,8,Enthusiastic,"I know what I am supposed to do generally, but need some clarification.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
8/22/2022 21:44:54,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Exceeding my expectations,Absolutely!,Adequate.
8/23/2022 8:33:02,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/23/2022 11:17:13,7,Tense,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
8/23/2022 11:27:08,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/23/2022 12:05:27,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/23/2022 12:09:54,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
8/23/2022 13:30:37,8,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/29/2022 17:30:09,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
8/30/2022 11:12:08,7,Tense,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
8/30/2022 11:20:07,9,Tired,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/30/2022 11:36:33,7,Tense,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/30/2022 11:38:47,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
8/30/2022 11:46:22,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
8/30/2022 11:51:08,7,Tense,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Below my expectations,Absolutely!,Adequate.
8/30/2022 12:28:02,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 00:53,8,Annoyed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 08:49,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Below my expectations,Absolutely!,Adequate.
09-06-2022 08:55,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 09:31,7,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 09:49,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 09:53,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 10:18,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 10:33,3,Tense,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
09-06-2022 10:40,8,Tense,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
09-06-2022 10:50,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
09-06-2022 11:41,6,Tense,"I know what I am supposed to do, but I don't think it is adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Sometimes,Adequate.
09-06-2022 12:12,5,Tense,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
9/13/2022 9:48:57,6,Tense,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
9/19/2022 22:48:14,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
9/20/2022 8:45:12,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.",i think we have enough for now and build on what we have.,Meeting my expectations,Absolutely!,we need to make decisions to advance
9/20/2022 9:03:20,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
9/20/2022 9:47:17,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
9/20/2022 11:43:53,3,Frustrated,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Below my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
9/20/2022 11:54:28,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
9/27/2022 10:22:32,7,Tired,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
9/27/2022 10:23:02,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
9/27/2022 10:32:27,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
9/27/2022 10:50:39,6,Frustrated,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Below my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
9/27/2022 11:49:08,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or a side project, and I want to share it with the team week.",Meeting my expectations,Absolutely!,Adequate.
10-03-2022 19:50,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
10-03-2022 20:06,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-03-2022 20:36,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
10-04-2022 09:36,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-04-2022 11:13,7,Relaxed,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-04-2022 11:18,7,Alarmed,"I know what I am supposed to do, and think its adding value.","I have a new idea or a side project, and I want to share it with the team week.",Meeting my expectations,Absolutely!,Adequate.
10-04-2022 12:01,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-04-2022 12:13,8,Enthusiastic,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-04-2022 20:52,8,Relaxed,"I know what I am supposed to do, and think its adding value.",,Meeting my expectations,Absolutely!,Adequate.
10-11-2022 10:42,7,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-11-2022 10:54,7,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
10-11-2022 11:32,8,Tired,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10-12-2022 11:46,8,Tense,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Sometimes,Adequate.
10/18/2022 11:57:06,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Exceeding my expectations,Absolutely!,Adequate.
10/18/2022 11:57:49,8,Tired,"I know what I am supposed to do generally, but need some clarification.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
10/18/2022 12:47:44,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10/25/2022 11:06:03,8,Tense,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
10/25/2022 11:52:46,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
10/25/2022 11:56:49,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10/25/2022 11:57:18,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
10/25/2022 12:04:39,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Need less feedback! I feel like I am being pulled in too many directions to often.
10/25/2022 12:19:26,10,Enthusiastic,"I know what I am supposed to do, but I don't think it is adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Exceeding my expectations,Absolutely!,Adequate.
11-01-2022 09:48,8,Tired,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11-01-2022 09:57,6,Frustrated,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
11-01-2022 10:14,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
11-01-2022 10:50,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-01-2022 10:54,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Sometimes,Adequate.
11-01-2022 12:22,10,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-01-2022 12:51,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-08-2022 10:50,8,Tense,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11-08-2022 11:13,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-08-2022 11:13,8,Relaxed,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
11-08-2022 11:24,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-08-2022 11:36,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11-08-2022 11:40,8,Enthusiastic,"I know what I am supposed to do generally, but need some clarification.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 11:07:20,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 11:44:21,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
11/15/2022 11:47:56,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 11:54:09,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 11:55:50,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 12:15:50,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 12:43:54,7,Relaxed,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11/15/2022 13:08:25,6,Tense,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
11/15/2022 13:10:57,8,Tired,"I know what I am supposed to do generally, but need some clarification.","I have a new idea or a side project, and I want to share it with the team week.",Meeting my expectations,Absolutely!,Adequate.
11/22/2022 11:39:20,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/22/2022 11:49:12,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/22/2022 12:02:11,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/22/2022 12:40:29,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Exceeding my expectations,Absolutely!,Adequate.
11/22/2022 12:51:55,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/29/2022 11:50:15,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
11/29/2022 11:51:49,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11/29/2022 12:03:49,7,Bored,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Meeting my expectations,Absolutely!,Adequate.
11/29/2022 12:59:02,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Sometimes,Adequate.
12-06-2022 11:10,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,no need of feedback right now
12-06-2022 11:41,6,Tired,"I know what I am supposed to do, but I don't think it is adding value.",none at the moment,Below my expectations,Absolutely!,Adequate.
12-06-2022 11:57,8,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,Adequate.
12-06-2022 12:45,9,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,"Need more feedback! I want to improve, but I feel like I am left in the dark too often."
12-06-2022 12:59,8,Tired,"I know what I am supposed to do, and think its adding value.","I had new idea or side project, since sharing with the team its moving ahead.",Meeting my expectations,Absolutely!,Adequate.
12-06-2022 13:00,8,Enthusiastic,"I know what I am supposed to do, and think its adding value.","I have a new idea or side project, but it's not ready to share.",Exceeding my expectations,Absolutely!,Adequate.
12-06-2022 13:33,9,Relaxed,"I know what I am supposed to do, and think its adding value.","I currently, don't have any new ideas or side projects.",Meeting my expectations,Absolutely!,
